mono_mass	mz	charge	rt	intensity	intensity_decile	category	nearest_rtmatch_rt_delta_min	nearest_rtmatch_charge	closest_by_mass_ppm	closest_by_mass_rt_delta_min	closest_by_mass_charge
1229.60405	615.81055	2	71.4798	2.4258e+06	5	rt_miss	-5.3791	2	-11.48	-27.3287	2
1823.92651	608.98352	3	103.8105	2.4273e+06	5	rt_miss	0.3865	2	19.69	-60.4077	3
2621.16637	875.06439	3	35.7408	2.4277e+06	5	rt_miss	-12.0044	6	18.15	74.6611	4
2201.09643	1102.05176	2	101.6707	2.4281e+06	5	rt_miss	0.4883	4	18.82	-69.0728	2
889.49429	445.75467	2	59.4940	2.4343e+06	5	rt_miss	-0.4286	2	13.39	-6.5482	2
1358.72279	680.36823	2	68.8661	2.4374e+06	5	rt_miss	-0.6741	2	18.03	-11.0028	2
1189.60127	595.80798	2	59.7909	2.4375e+06	5	rt_miss	3.8990	2	-19.38	-13.8315	2
4212.09750	1054.53748	4	97.9559	2.4386e+06	5	rt_miss	-0.4286	4	-15.80	-20.7107	6
918.52084	460.26767	2	78.4324	2.4397e+06	5	rt_miss	6.9315	2	-2.04	-26.9050	1
1675.84642	559.62335	3	34.8120	2.4460e+06	5	rt_miss	-1.3956	3	-19.35	81.4378	3
1202.62954	602.32123	2	64.1515	2.4492e+06	5	rt_miss	-2.2197	2	-17.90	-2.2197	2
1906.78506	954.40076	2	36.7018	2.4505e+06	5	rt_miss	0.3461	2	17.09	80.3239	3
1312.65240	438.55801	3	32.9128	2.4550e+06	5	rt_miss	-0.4504	3	-17.74	-7.0506	2
1290.68197	646.34857	2	81.3190	2.4573e+06	5	rt_miss	-2.1151	3	18.78	3.4387	2
1272.72892	637.37231	2	60.4364	2.4581e+06	5	rt_miss	1.8593	2	14.05	54.1092	2
1284.66738	643.34308	2	70.1885	2.4765e+06	5	rt_miss	-0.8143	2	14.55	-11.3144	2
1289.62518	645.82159	2	57.9338	2.4776e+06	5	rt_miss	-0.3295	2	17.73	-18.0665	2
1546.78136	774.39899	2	105.7978	2.4932e+06	5	rt_miss	-0.3543	2	17.20	-14.1623	2;3
859.48373	430.74893	2	34.5245	2.4944e+06	5	rt_miss	0.5201	2	14.99	4.1702	2
1384.71731	462.58014	3	62.2104	2.4955e+06	5	rt_miss	0.8202	2;3	19.05	13.7951	2
2421.14233	808.38947	3	105.0979	2.5049e+06	5	rt_miss	4.5168	3	-19.75	-65.0922	3
1483.80348	495.60797	3	79.4604	2.5089e+06	5	rt_miss	-1.0441	3	-15.82	-5.6919	2;3
1528.77330	765.39557	2	46.7463	2.5110e+06	5	rt_miss	-0.3620	2;3	19.35	-4.8863	3
883.54910	442.78171	2	62.3947	2.5121e+06	5	rt_miss	3.4188	1;2	4.57	21.1141	2
1120.61282	561.31219	2	62.6684	2.5186e+06	5	rt_miss	-2.2741	1	17.65	19.4380	2
1574.74326	788.37811	2	89.9119	2.5201e+06	5	rt_miss	1.4018	2	-19.42	-37.6419	2
1319.70852	660.86176	2	105.6604	2.5249e+06	5	rt_miss	-0.7895	2	-19.28	-16.1736	2
1832.90908	917.46375	2	111.4090	2.5254e+06	5	rt_miss	2.7279	3	19.64	-9.7830	3;4
839.55927	420.78778	2	83.8248	2.5294e+06	5	rt_miss	-16.0508	2	6.67	66.9631	1
1015.50869	508.76270	2	41.7648	2.5300e+06	5	rt_miss	-2.3041	2	-14.64	92.4971	1
1338.65681	670.33734	2	89.5425	2.5310e+06	5	rt_miss	3.4001	2	-17.03	-31.1418	2
1351.61905	676.81976	2	55.0062	2.5344e+06	5	rt_miss	-0.3009	2;3	14.55	39.1175	1
1348.77145	675.39337	2	42.5940	2.5362e+06	5	rt_miss	0.6829	2;3	14.23	-4.3197	3
1606.91549	536.64655	3	54.6904	2.5364e+06	5	rt_miss	-1.1656	4	-17.59	74.2891	3
1949.98469	976.50226	2	84.3749	2.5370e+06	5	rt_miss	2.9884	3;4	19.48	-27.9096	3
1027.56621	514.79095	2	52.7954	2.5383e+06	5	rt_miss	0.9369	1;2	11.45	-21.5833	2
929.49707	465.75629	2	52.2018	2.5420e+06	5	rt_miss	-1.7549	2	7.71	-10.0115	2
919.47633	460.74512	2	54.9577	2.5475e+06	5	rt_miss	-1.7669	1;2	8.45	105.0418	2
1277.62855	639.82275	2	54.2068	2.5492e+06	5	rt_miss	-0.3893	2;3	-19.41	-17.8748	2;3
1925.95954	964.48975	2	87.3633	2.5549e+06	5	rt_miss	0.5038	3	19.31	-39.4899	3
1170.54178	586.28033	2	36.6783	2.5558e+06	5	rt_miss	-0.8979	2	-17.10	31.8118	2
1846.93597	616.65338	3	59.4680	2.5561e+06	5	rt_miss	-0.4541	3	-18.99	-14.8815	3
1923.93603	962.97742	2	116.3092	2.5619e+06	5	rt_miss	0.8433	2	19.02	-15.2604	3
1515.79668	758.90625	2	100.6664	2.5623e+06	5	rt_miss	1.3885	3	-18.25	-40.4106	2
1115.61277	558.81396	2	90.9708	2.5646e+06	5	rt_miss	1.4897	2	18.76	-43.2512	2
2255.09307	565.03174	4	43.6908	2.5756e+06	6	rt_miss	7.0094	3	16.90	12.2211	3
1954.97485	978.99835	2	128.9659	2.5826e+06	6	rt_miss	-6.9141	2	17.07	-52.3056	2
1870.87962	936.45062	2	57.1070	2.5874e+06	6	rt_miss	4.4477	4	-18.70	88.2993	3
1499.74088	750.87781	2	117.9660	2.5874e+06	6	rt_miss	0.5257	2	-19.42	-90.7536	3
2015.00001	1009.00885	2	99.5969	2.5930e+06	6	rt_miss	-2.6829	2	-19.37	-64.9995	2
1331.61059	666.81311	2	54.7945	2.5942e+06	6	rt_miss	1.8309	3	19.83	17.8370	2
1405.74530	703.88092	2	115.7406	2.6074e+06	6	rt_miss	0.3795	2	17.60	-72.4637	3
1263.71869	632.86786	2	88.5843	2.6122e+06	6	rt_miss	3.0338	3	18.66	-47.7345	3
982.47937	492.24713	2	51.4073	2.6164e+06	6	rt_miss	-1.0713	2	18.19	-14.1095	1
893.52222	447.76865	2	82.3364	2.6186e+06	6	rt_miss	23.7737	1;2	-4.75	62.1078	2
975.57532	488.79520	2	78.8201	2.6217e+06	6	rt_miss	-0.3158	1;2	5.17	60.5902	2
1813.92505	908.47308	2	118.5486	2.6296e+06	6	rt_miss	4.3297	3	18.55	-56.8666	4
2840.43197	948.14758	3	125.2456	2.6335e+06	6	rt_miss	0.3875	3	17.37	-68.1756	6
927.53893	464.77692	2	49.4335	2.6415e+06	6	rt_miss	2.3535	2	17.23	24.6553	2
1445.72966	723.87292	2	77.7188	2.6485e+06	6	rt_miss	-0.8582	2	18.95	-13.8634	2
1661.76790	554.93005	3	24.1460	2.6503e+06	6	rt_miss	-0.4421	4	-16.00	46.9514	2
1852.93914	618.65344	3	42.2250	2.6610e+06	6	rt_miss	3.3795	4	-19.54	61.6809	2
1367.71975	684.86859	2	57.4556	2.6751e+06	6	rt_miss	-1.1909	2	16.57	6.5560	2;3
1409.78783	705.90277	2	83.1346	2.6771e+06	6	rt_miss	-3.3872	3	13.92	-22.0835	2;3
1211.57823	606.79749	2	32.4821	2.6781e+06	6	rt_miss	-0.6830	2;3	-15.91	43.7500	2;3
1553.76471	777.89221	2	130.8272	2.6868e+06	6	rt_miss	0.3082	2	16.20	-106.1379	3
1081.58080	541.79846	2	81.9018	2.6905e+06	6	rt_miss	0.7812	2	-13.84	20.7144	2
1191.64994	596.83380	2	86.2447	2.6906e+06	6	rt_miss	-4.3429	2	-16.45	-19.5017	2
1038.60735	520.31116	2	103.6941	2.6922e+06	6	rt_miss	0.3916	2	15.79	-69.3192	2
2048.07899	684.03552	3	104.8301	2.6946e+06	6	rt_miss	-2.1172	2	10.07	-47.0040	4
1225.60914	409.54385	3	37.9363	2.6958e+06	6	rt_miss	-1.2963	2	-18.36	22.2518	2
1791.82752	896.91876	2	92.9723	2.6964e+06	6	rt_miss	0.3234	3	-19.48	-26.6995	3
919.44332	460.72906	2	39.1026	2.7087e+06	6	rt_miss	2.2571	2	-3.57	31.7487	2
2065.96013	1034.48889	2	82.7276	2.7113e+06	6	rt_miss	-0.8258	3	16.97	-49.5124	4
1195.55432	598.78558	2	40.9213	2.7225e+06	6	rt_miss	-3.2261	2	-19.83	20.9857	2
1048.54408	525.28009	2	71.2990	2.7234e+06	6	rt_miss	-2.2522	2	19.69	9.3045	2
1530.80758	766.41095	2	108.0488	2.7273e+06	6	rt_miss	0.5148	2	18.10	-51.2823	3
828.38401	415.19955	2	43.1941	2.7334e+06	6	rt_miss	-0.5260	2	-0.16	15.4144	2
1044.50288	523.25885	2	72.9714	2.7349e+06	6	rt_miss	-0.8939	2	18.13	12.0353	2
971.56917	486.79257	2	87.0204	2.7429e+06	6	rt_miss	1.1976	2	11.95	20.4084	2
1134.57770	568.29791	2	33.8918	2.7443e+06	6	rt_miss	-3.0978	2	17.13	19.4511	2
1214.68705	608.35114	2	105.8524	2.7454e+06	6	rt_miss	-3.4544	2	13.41	-45.8631	2
1780.84542	891.43219	2	89.7967	2.7573e+06	6	rt_miss	0.3655	2	-18.77	1.5701	2
2014.99196	1009.00714	2	81.4007	2.7604e+06	6	rt_miss	0.6649	3	14.94	38.0652	2
1099.53722	550.77679	2	81.6877	2.7698e+06	6	rt_miss	-0.7629	2	-17.11	-21.4455	2
2586.40911	863.47913	3	118.3443	2.7826e+06	6	rt_miss	-0.4488	3	14.36	24.9395	3
834.45995	418.23743	2	59.5831	2.7871e+06	6	rt_miss	2.1247	1	-12.07	2.1247	1
887.48650	444.75073	2	78.0310	2.7876e+06	6	rt_miss	10.5422	2	-10.95	-33.7860	2
907.46510	454.73999	2	46.0161	2.7904e+06	6	rt_miss	2.1001	2	16.97	31.5197	2
2402.15700	601.79956	4	87.4302	2.8027e+06	6	rt_miss	0.4183	5	-17.58	-13.5986	4
1124.62300	563.31891	2	92.7206	2.8050e+06	6	rt_miss	-0.5894	2	-17.61	-33.6095	2
945.52837	473.77167	2	64.4366	2.8062e+06	6	rt_miss	-4.5204	2	13.36	26.7423	1
1301.57104	651.79419	2	81.9601	2.8118e+06	6	rt_miss	-0.4172	2	17.24	-22.9058	2
1777.89990	593.64166	3	86.2447	2.8122e+06	6	rt_miss	-0.9030	3	19.06	-5.8587	2;3
1776.89276	889.45679	2	83.9536	2.8155e+06	6	rt_miss	-0.6877	2	19.17	-26.4472	4
1049.52943	525.77148	2	84.8308	2.8221e+06	6	rt_miss	1.9585	2	-19.52	-32.0107	2
1621.79226	811.90381	2	82.4601	2.8228e+06	6	rt_miss	1.4675	3	-18.11	-44.8511	3;4
1018.51238	510.26349	2	36.7501	2.8249e+06	6	rt_miss	-1.5893	2	11.55	60.3657	2
1803.83875	902.92859	2	74.8867	2.8251e+06	6	rt_miss	0.4805	2	-17.68	-6.7836	2
1061.52943	531.77252	2	73.0073	2.8274e+06	6	rt_miss	0.3604	2	-11.99	-37.9725	2
919.47970	460.74744	2	39.1137	2.8306e+06	6	rt_miss	1.2536	2	-13.73	1.2536	2
2943.47131	737.12732	4	105.0979	2.8338e+06	6	rt_miss	0.6133	4	13.52	4.7212	5
1157.58694	579.80188	2	68.4221	2.8368e+06	6	rt_miss	-0.5926	2	-15.97	-33.0498	2
1170.66084	586.33850	2	70.9282	2.8422e+06	6	rt_miss	-2.4109	2	16.29	13.1318	2
1070.59717	536.30536	2	59.3124	2.8429e+06	6	rt_miss	-1.9991	2	15.48	-10.8900	2
1104.59276	553.30316	2	84.5766	2.8444e+06	6	rt_miss	1.1240	2	16.07	-27.0987	2
804.44153	403.22803	2	48.1533	2.8491e+06	6	rt_miss	-0.5682	2	14.31	96.8359	2
1157.62920	579.82349	2	59.4396	2.8510e+06	6	rt_miss	-0.8435	2	16.86	14.5639	2
1100.62637	551.32184	2	100.8757	2.8546e+06	6	rt_miss	0.5793	2	12.70	27.6508	2
848.46437	425.23944	2	49.6648	2.8628e+06	6	rt_miss	0.6122	2	-15.89	-9.9858	1;2
948.50288	475.25946	2	52.4110	2.8667e+06	6	rt_miss	1.5854	2	19.65	15.7564	2
1666.85664	834.43976	2	136.9724	2.8668e+06	6	rt_miss	6.0180	2	16.26	-21.6078	3
1467.80454	490.27377	3	39.5574	2.8689e+06	6	rt_miss	-3.2254	3	19.31	-10.9878	2;3
946.47937	474.24640	2	37.8473	2.8875e+06	6	rt_miss	0.6309	2	-19.31	36.9564	2
1569.81511	524.27686	3	45.4598	2.8907e+06	6	rt_miss	1.4410	3	19.27	1.8659	3
1423.65794	712.83813	2	57.7493	2.9017e+06	6	rt_miss	-1.2704	3	-12.10	3.5061	2
1155.64994	578.83246	2	53.5545	2.9090e+06	6	rt_miss	-0.4778	2	15.37	23.2258	2
847.49159	424.75320	2	57.8013	2.9113e+06	6	rt_miss	0.6117	2	-13.09	2.6586	2
2101.11543	1052.06970	2	143.4730	2.9114e+06	6	rt_miss	-4.5480	3	-18.19	-103.9714	4
1799.84000	900.92865	2	103.0599	2.9129e+06	6	rt_miss	0.5475	2	-17.43	-36.3590	2
894.52870	448.27164	2	56.3352	2.9148e+06	6	rt_miss	1.3955	2	-0.46	1.3955	2
1103.59751	552.80664	2	39.7087	2.9180e+06	6	rt_miss	-1.3714	2	18.69	14.3421	2
1485.70595	496.24240	3	53.9717	2.9192e+06	6	rt_miss	0.6272	2;3	19.52	37.6142	3
884.50797	443.26202	2	62.2227	2.9279e+06	6	rt_miss	-0.8596	2	-2.62	-0.8596	2
4531.29966	907.67059	5	140.8731	2.9390e+06	6	rt_miss	1.1426	4	0.32	-3.3906	5
1453.78505	727.90082	2	67.7195	2.9409e+06	6	rt_miss	0.3328	3	12.73	-16.1329	2
1348.70270	675.35876	2	84.1097	2.9622e+06	6	rt_miss	1.0885	2;3	19.57	12.0287	2
1542.82534	515.28290	3	77.5692	2.9638e+06	6	rt_miss	0.9573	2;3	-19.43	1.5567	3
1686.84780	563.29193	3	78.6355	2.9651e+06	6	rt_miss	-1.0564	3	17.80	35.6513	3
1561.77113	781.89343	2	100.1831	2.9711e+06	6	rt_miss	3.6397	3	-16.71	-34.0997	2
2883.46142	962.49072	3	98.5846	2.9753e+06	6	rt_miss	-0.8270	4	-17.01	21.8935	3
1033.58080	517.79858	2	73.9466	2.9797e+06	6	rt_miss	1.9981	2	18.11	21.1795	2
1587.77555	794.89319	2	127.6452	2.9805e+06	6	rt_miss	0.4966	2	-18.26	-46.1826	2
1067.60153	534.80841	2	48.1618	2.9817e+06	6	rt_miss	1.6503	2	17.22	33.2884	2
927.52904	464.77289	2	75.2148	2.9951e+06	6	rt_miss	1.7988	2	-17.55	-30.0124	1;2
1820.88393	607.96997	3	41.1482	2.9960e+06	6	rt_miss	0.5312	3	-17.63	-7.4294	3
2171.02182	544.01489	4	78.8201	3.0010e+06	6	rt_miss	0.3058	4	17.77	54.5280	2
1269.55472	635.78552	2	39.5663	3.0153e+06	6	rt_miss	0.5347	2	-18.79	99.3959	2
1370.70416	686.36212	2	36.1115	3.0157e+06	6	rt_miss	0.5149	2;3	19.00	41.4243	2
2091.99354	698.67352	3	116.1548	3.0271e+06	6	rt_miss	0.4229	2	-18.06	-81.6918	4
1549.76374	517.59595	3	36.3468	3.0288e+06	6	rt_miss	1.1758	3	-16.02	41.8886	3
1039.57023	520.79327	2	50.9780	3.0299e+06	6	rt_miss	-0.7566	2	-3.20	3.9797	1;2
822.45995	412.23734	2	44.2598	3.0346e+06	6	rt_miss	-0.6458	2	-8.46	-6.4830	1
1532.74709	767.38293	2	86.6369	3.0352e+06	6	rt_miss	-0.4058	2	-19.78	-44.3102	2
1529.76855	510.93036	3	38.7120	3.0368e+06	6	rt_miss	-3.0442	3	-18.06	-6.6954	2;3
1036.51892	519.26721	2	33.5783	3.0407e+06	6	rt_miss	0.5111	2	18.70	65.2381	2
1069.50803	535.76166	2	67.3478	3.0455e+06	6	rt_miss	-0.4340	1	-16.03	-0.4340	1
2147.08988	717.03986	3	93.3886	3.0489e+06	6	rt_miss	0.6806	3	-17.60	34.7532	3
1273.63364	637.82715	2	56.7950	3.0494e+06	6	rt_miss	0.4269	2	-17.49	6.6967	2
1212.64625	607.33142	2	70.4398	3.0535e+06	6	rt_miss	-0.5189	2	-19.30	15.9063	2
984.52401	493.27094	2	48.3533	3.0646e+06	6	rt_miss	-1.4401	2	1.93	-5.6852	2
1216.64856	609.33252	2	77.0546	3.0669e+06	6	rt_miss	1.4719	2	19.69	-24.5224	3
1435.77112	718.89417	2	104.2280	3.0698e+06	6	rt_miss	3.9854	2	-17.08	41.9528	3
1482.80823	742.41284	2	107.6166	3.0708e+06	6	rt_miss	-1.8856	3	10.60	11.4703	2
1543.79543	772.90253	2	69.3124	3.0708e+06	6	rt_miss	1.5774	2;3	-17.54	-20.5067	2;3
1639.79410	820.90649	2	86.2064	3.0771e+06	6	rt_miss	-0.4155	2	17.60	-27.0336	3
1544.85624	773.43799	2	104.9189	3.0775e+06	6	rt_miss	0.5953	2	-18.69	0.5953	2
1066.48658	534.25122	2	45.6576	3.0795e+06	6	rt_miss	-1.6562	2	16.00	-21.9537	2
2736.35074	685.34766	4	98.0302	3.0854e+06	6	rt_miss	0.7663	3	-17.84	-47.5155	3;4
986.53966	494.27698	2	56.9138	3.0864e+06	6	rt_miss	0.4960	2	-19.56	4.6149	2
1258.64923	630.32928	2	43.0846	3.0871e+06	6	rt_miss	-0.3855	2;3	-18.84	5.9942	2
1949.11973	976.06940	2	126.9554	3.0891e+06	6	rt_miss	2.6396	2	5.18	-46.8491	4
852.45276	427.23370	2	61.3124	3.0945e+06	6	rt_miss	1.0143	2	1.49	-16.5592	1
1392.76128	465.26105	3	86.9130	3.1056e+06	6	rt_miss	2.7626	2	17.05	-41.9224	3
1070.55426	536.28491	2	50.1425	3.1072e+06	6	rt_miss	0.4921	2	18.16	8.2582	2
1700.89448	851.45575	2	79.9713	3.1160e+06	6	rt_miss	-0.3227	3	19.81	-19.7832	4
1844.06322	616.02985	3	102.6758	3.1194e+06	6	rt_miss	-10.6812	3	-5.97	-10.6812	3
1233.62749	617.82312	2	73.7438	3.1205e+06	6	rt_miss	0.3091	2	19.20	-17.9728	3
2737.38238	913.80566	3	142.7905	3.1248e+06	6	rt_miss	-35.1527	4	13.21	-35.1527	4
1588.79193	795.40509	2	42.3800	3.1453e+06	6	rt_miss	-1.9533	3	-18.80	50.5626	2;3
2545.22916	1274.12646	2	141.0033	3.1561e+06	6	rt_miss	0.5430	2	-16.88	-12.8219	2
884.44998	443.23233	2	61.9318	3.1583e+06	6	rt_miss	-8.8551	2	-11.39	-17.0302	2
1438.67286	720.34357	2	94.0692	3.1591e+06	6	rt_miss	0.5448	2	-19.24	-55.9184	2
1294.65912	648.33563	2	124.7976	3.1646e+06	6	rt_miss	-0.4093	2	-18.99	-87.0455	2;3
1468.79979	490.60779	3	39.4731	3.1656e+06	6	rt_miss	0.9981	3	18.08	29.2458	3
1677.88385	560.30280	3	99.9377	3.1746e+06	6	rt_miss	0.8834	3	16.82	-14.1072	3
2365.09771	789.70862	3	99.6476	3.1801e+06	6	rt_miss	1.3753	3	-12.46	-3.9712	4
1917.85671	960.43896	2	130.4008	3.1863e+06	6	rt_miss	0.4710	2	18.81	-45.6034	3
1374.72556	459.24838	3	35.4764	3.1884e+06	6	rt_miss	1.1500	3	19.81	-10.8092	3
1619.78314	810.89911	2	107.1125	3.1946e+06	6	rt_miss	-0.9714	2	-18.59	-10.2357	2
1130.60841	566.31116	2	47.6689	3.1952e+06	6	rt_miss	0.6560	2	19.62	9.1855	2
1579.69769	790.85669	2	76.8842	3.2002e+06	6	rt_miss	0.4811	3	17.02	-27.8054	2
1072.58767	537.30206	2	49.7230	3.2023e+06	6	rt_miss	-1.4970	2	15.92	46.4006	1;2
1233.63535	617.82550	2	88.4433	3.2035e+06	6	rt_miss	-0.5762	2	18.39	-51.6388	3
1693.80937	847.91217	2	97.0117	3.2050e+06	6	rt_miss	-0.9885	3	19.30	-30.0856	3
841.50215	421.75830	2	58.0527	3.2063e+06	6	rt_miss	0.3739	2	-15.57	-9.4844	2
3314.62211	664.12921	5	105.7310	3.2224e+06	6	rt_miss	1.3506	5	18.88	-27.6777	6
1092.57163	1093.58142	1	105.5142	3.2247e+06	6	rt_miss	-7.3799	2	15.75	-60.1594	2
1516.76207	759.38708	2	44.5010	3.2309e+06	6	rt_miss	-3.2290	2;3	-18.12	63.4278	2
1280.68370	427.90131	3	23.8331	3.2336e+06	6	rt_miss	1.1790	2	-18.93	41.1100	2
1545.79398	516.27118	3	48.8057	3.2337e+06	6	rt_miss	-0.7488	3	18.75	39.9792	3
1177.58014	589.79736	2	81.5429	3.2414e+06	6	rt_miss	-6.1099	2	-18.42	-13.2026	2
1355.69728	678.85748	2	108.3632	3.2425e+06	6	rt_miss	-0.3292	1;2	18.57	-24.4653	3
1345.64737	673.83179	2	50.9129	3.2486e+06	6	rt_miss	-0.5338	2	17.83	7.8945	2
1305.71486	653.86188	2	98.5363	3.2537e+06	6	rt_miss	-1.4379	3	-19.38	-44.7546	3
1799.84000	900.92987	2	104.7426	3.2703e+06	6	rt_miss	-0.6036	3	-17.43	-38.0417	2
1591.79159	796.90631	2	107.3583	3.2705e+06	6	rt_miss	-3.0598	2	-19.13	-12.4067	2
2091.99354	698.67352	3	116.0743	3.2797e+06	6	rt_miss	0.5034	2	-18.06	-81.6113	4
1764.92578	883.47278	2	105.1647	3.2871e+06	6	rt_miss	-0.7053	2;3	-19.62	18.9291	2
790.49528	791.50262	1	61.5807	3.2969e+06	6	no_mass_candidate			-76.28	-3.9764	1
1240.67755	621.34698	2	54.0211	3.3091e+06	6	rt_miss	0.4136	2	-19.05	-29.7597	3
810.40581	406.20990	2	39.3332	3.3303e+06	6	rt_miss	-1.2227	2	9.19	20.3375	1
926.48214	464.24826	2	37.8473	3.3344e+06	6	rt_miss	2.6449	2	-14.61	74.2146	2
1091.52811	546.77167	2	40.6692	3.3640e+06	6	rt_miss	0.3937	2	-12.07	27.6414	2
827.54804	414.78195	2	72.0898	3.3697e+06	6	rt_miss	13.1862	2	-0.48	17.9571	2
911.50763	456.76151	2	67.2897	3.3717e+06	6	rt_miss	-0.6631	1	14.38	-10.8541	1
1178.65469	590.33508	2	82.5839	3.3718e+06	6	rt_miss	-4.0796	1	15.38	-17.8355	2
2613.32459	872.44653	3	87.7816	3.3766e+06	6	rt_miss	-1.0579	3	17.14	-43.2385	4
1585.86166	529.62799	3	103.9455	3.3785e+06	6	rt_miss	0.8315	3	19.89	-44.9773	3
1027.51207	514.76331	2	36.4137	3.3886e+06	6	rt_miss	0.7702	2	18.52	1.6462	2
1026.61858	514.31555	2	60.6528	3.3903e+06	6	rt_miss	-2.4875	2	14.54	45.6294	1;2
1938.02108	647.34973	3	77.9405	3.3944e+06	6	rt_miss	-0.3033	4	-16.67	-47.1983	4
2375.07985	793.03680	3	45.0822	3.3966e+06	6	rt_miss	0.3776	4	9.07	14.6295	4
1141.53253	571.77417	2	54.3345	3.3970e+06	6	rt_miss	10.3558	2	17.99	-18.4170	2
1651.73995	826.88031	2	90.2019	3.4018e+06	6	rt_miss	0.5435	2	-11.82	0.6921	3
1458.76532	487.26294	3	56.2033	3.4045e+06	6	rt_miss	-0.3063	3	-19.56	-20.2414	2;3
1160.62887	581.32263	2	45.8746	3.4168e+06	6	rt_miss	5.2550	1;2	14.73	13.1269	2
1213.68191	405.56775	3	40.4922	3.4388e+06	6	rt_miss	-0.4320	3	19.37	8.0847	2
1889.94917	631.32434	3	66.9002	3.4534e+06	7	rt_miss	-0.9207	3	-19.14	8.2105	3
1548.86978	775.44495	2	137.8458	3.4588e+06	7	rt_miss	5.5003	2	19.50	-65.6004	3
842.51132	422.26245	2	75.4330	3.4645e+06	7	rt_miss	-2.3812	2	14.14	-10.5333	2
1716.84713	859.43408	2	102.6162	3.4752e+06	7	rt_miss	-0.5253	3	-16.17	-60.2039	3
1230.66084	616.33862	2	67.4518	3.4882e+06	7	rt_miss	1.3253	2	18.87	3.9896	2
1649.80494	825.91241	2	100.1657	3.4939e+06	7	rt_miss	0.9191	2	19.37	-25.6928	2
810.40581	406.20911	2	40.5677	3.5035e+06	7	rt_miss	0.5570	2	9.19	19.1030	1
2624.26932	657.32574	4	100.5202	3.5077e+06	7	rt_miss	0.5163	3	15.06	-51.2165	4
1221.61626	611.81592	2	54.3939	3.5266e+06	7	rt_miss	-0.3431	2	-19.55	11.4518	2
2535.27043	846.43292	3	79.0083	3.5310e+06	7	rt_miss	-0.7915	4	-16.81	39.9895	3
1002.57835	502.29565	2	63.6169	3.5336e+06	7	rt_miss	1.1315	2	10.95	27.0642	2
1514.72529	758.37073	2	77.5048	3.5425e+06	7	rt_miss	1.4652	2	19.89	6.0498	3
890.41742	446.21643	2	51.9939	3.5475e+06	7	rt_miss	0.7570	1	-8.60	-1.4792	2
828.45341	415.23395	2	97.7576	3.5516e+06	7	rt_miss	-40.7806	2	-9.66	-58.9752	2
1101.57533	551.79596	2	43.2658	3.5544e+06	7	rt_miss	1.4156	1;2	19.42	2.1940	2
1120.61282	561.31476	2	61.4372	3.5593e+06	7	rt_miss	-1.0429	1	17.65	20.6692	2
1381.73540	691.87714	2	81.3313	3.5624e+06	7	rt_miss	-4.9669	3	-13.23	18.6064	3
859.44734	430.73047	2	45.2731	3.5664e+06	7	rt_miss	-0.5917	1	-12.40	17.0536	2
1498.74900	750.38397	2	75.9261	3.5709e+06	7	rt_miss	0.3493	3	-19.30	59.1729	2
1408.65827	705.33972	2	41.9379	3.5751e+06	7	rt_miss	0.6561	2	-18.18	39.4937	2;3
1587.87329	530.29950	3	95.5726	3.5879e+06	7	rt_miss	0.4853	2	12.44	37.6728	2
1631.77528	816.89606	2	96.7617	3.5881e+06	7	rt_miss	-0.5254	2	-17.72	-6.9328	3
1140.58490	571.30017	2	61.5078	3.6004e+06	7	rt_miss	-0.4122	2	19.08	17.5005	1;2
878.44978	440.23209	2	83.2189	3.6013e+06	7	rt_miss	-3.2847	1	18.02	-29.5062	2
1722.86107	575.29535	3	65.7148	3.6184e+06	7	rt_miss	-0.3199	3	18.18	-25.0456	4
1092.52738	547.27252	2	36.0139	3.6211e+06	7	rt_miss	0.5322	2	-16.93	1.0451	2
1818.87883	910.44794	2	108.1973	3.6511e+06	7	rt_miss	0.8983	2	-19.64	31.2638	2
1411.73071	706.87415	2	53.7211	3.6656e+06	7	rt_miss	-0.7333	2	19.30	-4.0179	3
1337.59217	669.80438	2	67.9816	3.6801e+06	7	rt_miss	-0.6338	2	-16.13	-1.0678	2
1494.73614	499.25323	3	29.7425	3.7049e+06	7	rt_miss	-2.3259	3	16.04	64.7577	2
1555.77046	778.89362	2	138.4149	3.7106e+06	7	rt_miss	-0.5555	2	-19.80	-105.2329	3
1046.54303	524.27911	2	38.3373	3.7107e+06	7	rt_miss	-1.5328	1;2	-19.73	-7.8400	2
1839.86141	921.43860	2	95.3138	3.7372e+06	7	rt_miss	-0.5926	3	-19.87	-39.6401	3
1448.69697	725.35687	2	44.3070	3.7423e+06	7	rt_miss	-0.3538	2	-18.35	96.1535	2
893.53345	447.77429	2	38.5141	3.7581e+06	7	rt_miss	-1.4551	2	5.36	68.1108	2
1033.56688	517.79114	2	39.2653	3.7779e+06	7	rt_miss	0.5586	2	14.99	53.6265	2
1218.63569	610.32684	2	53.8830	3.7796e+06	7	rt_miss	1.2562	3	-18.36	-1.5536	2
1297.71764	649.86639	2	70.3110	3.7838e+06	7	rt_miss	-1.7181	2	18.80	57.3528	2
1775.85776	888.93414	2	111.1772	3.7877e+06	7	rt_miss	6.1270	2	-18.13	-20.9135	2;3
2797.33610	933.78314	3	135.6175	3.7883e+06	7	rt_miss	-0.7908	3	-14.93	-23.9730	4
