Refined Monoisotopic Mass	Charge	Apex RT	Summed Intensity	Decon Score	Num Candidate Masses	Detector Mono Mass
1328.70181	2	52.9631	4.0602e6	5.1139e-1	1	1327.69846
1428.01828	2	66.8792	4.0592e6	3.5745e-1	1	1428.01828
2105.99648	3	97.0117	4.0586e6	5.0091e-1	1	2104.99313
1894.13198	3	143.3149	4.0584e6	8.7997e-1	1	1894.13198
886.46494	2	53.6620	4.0583e6	7.5843e-1	1	886.46494
1971.09061	2	143.3149	4.0581e6	4.2788e-1	1	1971.09061
1697.87563	3	109.2419	4.0578e6	1.1084e-1	1	1697.87563
1293.59348	2	57.4779	4.0578e6	4.8387e-1	1	1293.59348
1586.72263	2	58.0032	4.0576e6	2.8052e-1	1	1586.72263
3189.56373	4	62.6387	4.0574e6	8.7518e-1	1	3189.56373
1674.89761	3	53.4519	4.0570e6	7.5007e-1	1	1675.90096
1672.85090	4	52.8411	4.0570e6	2.8535e-1	1	1672.85090
2231.78558	5	23.7685	4.0567e6	8.2501e-2	1	2231.78558
1188.65134	2	102.3844	4.0566e6	2.7796e-1	1	1188.65134
2049.08974	3	105.2068	4.0561e6	4.6392e-1	1	2049.08974
2581.29920	4	105.7830	4.0556e6	5.6208e-1	1	2579.29249
1718.81697	3	57.0378	4.0544e6	2.4990e-1	1	1717.81362
2533.23585	4	45.3548	4.0544e6	2.9128e-1	1	2533.23585
2940.47167	6	56.9015	4.0540e6	6.4143e-1	1	2943.48173
2268.01614	3	58.0849	4.0535e6	5.7234e-1	1	2268.01614
2992.44752	4	64.3809	4.0526e6	5.7707e-1	1	2992.44752
3063.30128	4	121.9843	4.0526e6	4.1051e-1	1	3063.30128
1966.22225	3	101.7215	4.0526e6	1.9134e-1	1	1966.22225
2349.11794	3	47.4320	4.0523e6	7.2497e-1	1	2349.11794
8472.35876	6	127.8730	4.0521e6	6.7206e-1	1	8472.35876
1364.58908	2	76.1368	4.0500e6	3.4014e-1	1	1364.58908
3322.44110	5	107.2127	4.0481e6	8.9413e-1	1	3322.44110
1963.10462	4	45.1008	4.0480e6	6.1055e-1	1	1963.10462
979.49668	2	64.9134	4.0475e6	3.0427e-1	1	980.50003
1500.77688	3	41.3115	4.0472e6	4.5480e-1	1	1500.77688
1109.57663	2	143.3785	4.0470e6	3.2871e-2	1	1109.57663
1988.98054	4	48.6648	4.0470e6	5.4843e-1	1	1989.98390
1503.73446	3	70.7099	4.0467e6	9.3981e-1	1	1504.73781
1462.68058	2	75.8010	4.0448e6	5.7878e-1	1	1463.68393
3077.15765	5	113.8721	4.0436e6	5.9139e-1	1	3078.16101
893.42576	2	49.8579	4.0427e6	7.3066e-1	1	894.42911
1982.94321	2	97.8407	4.0426e6	2.4410e-2	1	1981.93986
2436.84256	5	60.4698	4.0425e6	3.1513e-1	1	2437.84591
1066.54093	2	72.0332	4.0421e6	5.3920e-3	1	1065.53757
1682.85146	3	38.9629	4.0417e6	3.1978e-1	1	1682.85146
1764.89449	3	50.1979	4.0416e6	5.5645e-1	1	1765.89785
1610.74387	2	60.3844	4.0409e6	7.3863e-2	1	1610.74387
4111.11083	6	53.1126	4.0399e6	6.2633e-1	1	4112.11418
1489.71880	3	42.3081	4.0391e6	3.2155e-1	1	1488.71544
3275.70209	5	104.2638	4.0382e6	4.9120e-1	1	3278.71215
4490.72699	5	143.5974	4.0381e6	1.8986e-1	1	4490.72699
3727.65758	6	33.7409	4.0378e6	2.5517e-3	1	3728.66094
3785.02765	5	35.0446	4.0378e6	1.5978e-3	1	3787.03436
3247.18207	5	23.7039	4.0371e6	3.3428e-1	1	3248.18542
3191.69961	3	112.7655	4.0364e6	7.6284e-1	1	3192.70297
944.49094	2	63.4003	4.0364e6	2.6357e-1	1	945.49430
5520.62743	6	114.9822	4.0362e6	2.6726e-1	1	5520.62743
844.44413	2	49.6338	4.0361e6	9.1164e-1	1	1690.89497
1949.06106	3	96.0232	4.0360e6	7.3699e-1	1	1949.06106
1065.53562	2	144.3659	4.0357e6	9.8767e-1	1	1065.53562
1160.60202	2	119.9471	4.0354e6	3.7794e-3	1	1160.60202
3625.93327	6	91.3137	4.0349e6	4.5742e-1	1	3625.93327
3999.66560	4	55.7710	4.0348e6	7.3745e-1	1	3999.66560
1580.70328	2	75.7143	4.0336e6	6.0603e-1	1	1581.70664
3968.85412	5	104.2799	4.0333e6	5.8310e-1	1	3968.85412
1329.72068	2	104.0857	4.0332e6	7.2144e-1	1	1329.72068
1064.56645	1	143.7528	4.0324e6	9.1807e-1	1	1064.56645
1916.98582	2	75.5830	4.0321e6	5.4900e-1	1	1917.98917
1189.59555	2	52.2154	4.0321e6	4.5855e-1	1	1189.59555
2216.17403	3	79.3797	4.0313e6	8.0274e-1	1	2216.17403
3093.86207	4	83.8372	4.0303e6	3.1243e-1	1	3093.86207
3289.77727	6	78.5043	4.0301e6	6.3933e-1	1	3290.78062
2325.14283	4	57.2108	4.0297e6	7.7911e-1	1	2325.14283
1131.09275	2	61.9639	4.0294e6	3.3130e-2	1	1131.09275
1696.87052	2	79.9478	4.0292e6	9.6388e-1	1	3394.74439
2967.71392	6	89.8611	4.0291e6	6.5044e-1	1	2970.72398
2196.47857	5	23.7364	4.0283e6	4.8439e-2	1	2196.47857
3483.73833	6	69.7804	4.0264e6	4.2764e-1	1	3483.73833
1440.74442	2	67.5770	4.0263e6	7.2943e-1	1	1441.74778
3554.65637	5	108.9196	4.0250e6	8.1099e-1	1	3553.65301
1639.95308	3	70.5871	4.0248e6	1.4264e-1	1	1638.94973
1026.50278	2	47.2725	4.0248e6	6.0037e-1	1	1026.50278
3669.67444	5	42.9821	4.0244e6	2.1867e-1	1	3669.67444
1856.89522	3	57.6216	4.0241e6	4.6211e-1	1	1856.89522
3061.96472	5	44.5692	4.0235e6	6.7828e-1	1	3061.96472
1013.47440	2	103.7387	4.0226e6	8.8713e-1	1	1013.47440
1902.89223	3	61.0511	4.0220e6	4.7949e-1	1	1901.88888
1483.65861	2	55.4211	4.0215e6	7.9937e-1	1	1484.66196
2084.02552	4	112.2463	4.0214e6	4.5516e-1	1	2082.01881
1199.13511	2	44.9720	4.0213e6	3.3857e-1	1	1199.13511
3429.72734	6	43.4164	4.0211e6	6.9340e-1	1	3429.72734
1687.82424	3	75.7626	4.0207e6	2.9437e-2	1	1687.82424
1698.89956	3	45.7550	4.0205e6	2.1260e-1	1	1698.89956
3904.83479	4	81.8361	4.0202e6	6.9534e-1	1	3904.83479
2126.09487	3	68.7857	4.0200e6	1.0463e-1	1	2125.09151
2051.09835	3	84.2114	4.0199e6	7.8010e-1	1	2050.09499
2934.41933	3	58.6911	4.0196e6	6.1675e-1	1	2934.41933
5366.26549	6	103.2475	4.0196e6	1.6224e-3	1	5366.26549
2865.44021	3	75.2767	4.0188e6	7.6210e-1	1	2865.44021
1547.70424	3	23.9263	4.0186e6	1.2683e-1	1	1547.70424
1097.62443	2	74.9375	4.0185e6	5.2145e-1	1	1098.62778
3534.67579	4	91.3965	4.0176e6	1.1801e-1	1	3533.67244
3258.66334	4	55.2392	4.0176e6	5.9931e-1	1	3258.66334
2762.75416	4	80.2907	4.0175e6	2.9614e-1	1	2762.75416
1201.66178	2	89.2628	4.0172e6	3.7342e-1	1	1202.66513
1497.67413	3	35.3006	4.0169e6	7.0186e-1	1	1498.67748
985.59635	2	143.4107	4.0168e6	8.5205e-1	1	1970.18934
3134.13818	5	45.9508	4.0165e6	4.1894e-1	1	3134.13818
1028.62493	1	85.5100	4.0160e6	5.3489e-1	1	1028.62493
2619.22116	3	78.9216	4.0160e6	6.2788e-1	1	2621.22787
1187.59830	2	57.1516	4.0160e6	2.8801e-1	1	1188.60166
2665.46478	5	58.5591	4.0158e6	5.1960e-2	1	2665.46478
1481.70151	2	59.6707	4.0154e6	9.9183e-1	1	1481.70151
3320.71544	6	47.0433	4.0153e6	6.6459e-1	1	3320.71544
1977.01028	3	75.6833	4.0153e6	1.5417e-1	1	1977.01028
4356.17546	6	79.9070	4.0151e6	5.9545e-1	1	4356.17546
3522.02495	6	103.4959	4.0149e6	4.5862e-1	1	3522.02495
3855.71893	5	92.8458	4.0147e6	3.1495e-1	1	3853.71222
1841.86819	3	58.4427	4.0147e6	7.6524e-1	1	1842.87154
2030.97987	4	75.7143	4.0146e6	2.3782e-1	1	2030.97987
3958.08580	6	86.5713	4.0140e6	5.1394e-1	1	3957.08244
6419.10578	5	114.6457	4.0137e6	6.2596e-1	1	6421.11249
2045.01289	4	50.3668	4.0136e6	5.9572e-1	1	2044.00953
3125.12753	3	142.7418	4.0132e6	1.3486e-1	1	3125.12753
2502.26989	5	36.4607	4.0129e6	2.8050e-1	1	2502.26989
2385.95895	3	124.5863	4.0128e6	2.9264e-1	1	2385.95895
1879.02285	3	75.8010	4.0128e6	4.3060e-1	1	1879.02285
3911.93708	4	23.7039	4.0121e6	5.6064e-1	1	3911.93708
4201.18010	6	40.5553	4.0117e6	5.3948e-1	1	4203.18681
2943.33105	5	48.5063	4.0116e6	1.1926e-1	1	2944.33441
3168.05755	5	80.5269	4.0110e6	3.6363e-1	1	3168.05755
4995.74974	6	142.9904	4.0109e6	4.4863e-1	1	4995.74974
1643.83553	3	55.7059	4.0105e6	3.5532e-1	1	1643.83553
1033.48716	2	49.0294	4.0094e6	2.1020e-1	1	1033.48716
584.92455	1	23.7364	4.0094e6	2.3541e-1	1	584.92455
2585.19240	4	62.2957	4.0091e6	6.3525e-1	1	2589.20582
1662.83858	3	23.6708	4.0090e6	6.8074e-1	1	1662.83858
1908.98062	3	80.3649	4.0085e6	7.1834e-1	1	1909.98397
1242.62998	2	41.4287	4.0084e6	3.0979e-1	1	1242.62998
1738.75034	2	115.1059	4.0084e6	9.3617e-1	1	1738.75034
3682.79988	4	103.1583	4.0079e6	5.6913e-2	1	3682.79988
1572.92185	2	51.3864	4.0078e6	6.4256e-1	1	1572.92185
2041.97409	2	53.5829	4.0075e6	7.6475e-1	1	2040.97074
2398.10470	3	82.2286	4.0073e6	6.7100e-1	1	2398.10470
3620.05902	5	83.6426	4.0070e6	2.5968e-1	1	3621.06238
421.23699	1	45.9409	4.0065e6	1.2196e-3	1	421.23699
1652.84017	3	35.3835	4.0063e6	4.0723e-1	1	1653.84353
2011.05886	3	106.3094	4.0059e6	3.0416e-1	1	2010.05550
1582.76686	3	90.9708	4.0059e6	5.9106e-2	1	1581.76351
1051.01755	2	68.2872	4.0056e6	1.3289e-1	1	1051.01755
1661.88174	3	101.7376	4.0055e6	2.5387e-1	1	1662.88509
1335.66129	2	96.2363	4.0050e6	2.8050e-1	1	1336.66465
1305.66648	2	143.9082	4.0047e6	9.8539e-1	1	1305.66648
2680.48095	5	70.5226	4.0028e6	5.2497e-1	1	2680.48095
1030.56497	2	70.0844	4.0027e6	4.3962e-1	1	1029.56162
3181.78090	4	114.8141	4.0026e6	6.7104e-4	1	3183.78761
2925.59156	4	85.0067	4.0019e6	5.6975e-1	1	2925.59156
3629.97595	5	67.8765	4.0016e6	3.0944e-1	1	3629.97595
2340.23178	3	143.3461	4.0015e6	6.2587e-1	1	2342.23849
1386.62363	2	70.4818	4.0011e6	8.9462e-1	1	2772.24391
3148.36151	5	34.3029	4.0007e6	3.7716e-1	1	3148.36151
2333.11233	3	42.2857	3.9993e6	9.0429e-1	1	2333.11233
2001.00642	4	62.7848	3.9987e6	7.2256e-1	1	2000.00306
2757.22494	3	61.9318	3.9985e6	7.0119e-1	1	2758.22829
1559.75698	3	43.8876	3.9979e6	9.3908e-1	1	3118.51060
1991.00282	4	76.5031	3.9975e6	3.8393e-1	1	1991.00282
3352.48707	4	62.9540	3.9975e6	5.1762e-1	1	3352.48707
2048.89071	3	112.1671	3.9958e6	3.8849e-1	1	2048.89071
995.50388	2	44.8806	3.9953e6	3.2969e-1	1	996.50724
2078.03689	3	55.2095	3.9952e6	6.4754e-1	1	2078.03689
1303.61809	3	23.9263	3.9948e6	1.4178e-1	1	1302.61474
1588.75155	3	83.7752	3.9938e6	1.9137e-1	1	1588.75155
5202.33330	6	67.8073	3.9933e6	6.1374e-1	1	5201.32994
2820.40821	4	103.5728	3.9932e6	4.2143e-1	1	2820.40821
1896.98690	3	61.2988	3.9927e6	4.4777e-1	1	1895.98354
1430.44231	3	84.1195	3.9923e6	2.9001e-3	1	1430.44231
2930.39431	3	80.2672	3.9917e6	6.7368e-1	1	2930.39431
2639.31008	3	55.7059	3.9913e6	6.5775e-1	1	2639.31008
2669.38447	4	75.9447	3.9913e6	1.5784e-1	1	2668.38111
1655.93918	2	76.8842	3.9912e6	9.7680e-1	1	1655.93918
1920.96133	3	144.0873	3.9911e6	9.8185e-1	1	1920.96133
1519.82580	3	92.0418	3.9910e6	4.6791e-2	1	1519.82580
1433.77457	2	46.7190	3.9905e6	9.2939e-1	1	1434.77793
1661.85702	3	67.5770	3.9905e6	4.3600e-1	1	1662.86037
2456.23236	5	51.1296	3.9904e6	3.2023e-1	1	2457.23571
4435.66118	6	23.9263	3.9903e6	5.3226e-1	1	4435.66118
1598.74965	3	59.3272	3.9903e6	2.7572e-1	1	1598.74965
3922.00552	3	121.3710	3.9903e6	7.8477e-1	1	3922.00552
2105.35873	5	45.9508	3.9901e6	1.3499e-3	1	2105.35873
4429.17388	6	67.0302	3.9893e6	7.0568e-1	1	4431.18059
1415.81472	3	83.8100	3.9891e6	4.9854e-1	1	1416.81808
3127.26148	4	73.3132	3.9889e6	6.8417e-1	1	3127.26148
2647.61958	4	43.6140	3.9887e6	1.7922e-3	1	2650.62965
932.50883	2	68.7549	3.9886e6	2.6983e-1	1	933.51218
4077.09746	6	23.7685	3.9883e6	1.8062e-1	1	4077.09746
1633.85946	3	65.4828	3.9882e6	4.4833e-1	1	1634.86281
1759.84206	3	23.8642	3.9880e6	3.0021e-1	1	1760.84542
1645.89896	2	68.9366	3.9877e6	9.1195e-1	1	1646.90232
2720.52185	5	35.7680	3.9876e6	3.4443e-1	1	2720.52185
5098.89751	6	142.9904	3.9875e6	4.2488e-1	1	5099.90087
930.49222	2	62.0792	3.9875e6	7.0146e-1	1	930.49222
1324.67663	3	23.7364	3.9874e6	2.7784e-1	1	1325.67998
1689.81393	3	44.2055	3.9869e6	5.7350e-2	1	1690.81728
2627.76367	5	61.8909	3.9868e6	4.2399e-1	1	2627.76367
1922.94742	2	143.4107	3.9866e6	1.4641e-1	1	1922.94742
507.58360	1	47.0742	3.9851e6	3.3807e-1	1	506.58025
2442.06227	4	43.0339	3.9849e6	3.3725e-1	1	2442.06227
2994.40617	6	45.3548	3.9839e6	6.3555e-1	1	2992.39946
1537.90236	3	87.6034	3.9839e6	6.4800e-1	1	1536.89901
2212.02369	4	53.2279	3.9838e6	6.6487e-1	1	2212.02369
1204.62212	1	45.5154	3.9838e6	9.1233e-1	1	1204.62212
1306.56345	2	42.9919	3.9836e6	5.2549e-1	1	1306.56345
1226.66636	2	51.4209	3.9836e6	2.8410e-1	1	1226.66636
3249.46900	4	53.4408	3.9833e6	5.9931e-1	1	3249.46900
3306.68712	6	35.3303	3.9828e6	4.2757e-1	1	3308.69383
1384.69474	2	75.0204	3.9824e6	3.3303e-1	1	1385.69809
2898.74493	5	60.2707	3.9824e6	5.2908e-4	1	2900.75164
3581.88908	6	59.8231	3.9803e6	5.1748e-1	1	3581.88908
1448.77482	2	77.9405	3.9802e6	2.0475e-1	1	1449.77817
1439.73141	3	63.3323	3.9799e6	3.0548e-1	1	1440.73476
3327.74111	3	143.4730	3.9798e6	6.8195e-1	1	3328.74447
1949.27277	4	62.4591	3.9793e6	7.5280e-4	1	1948.26942
1559.89658	2	143.5974	3.9790e6	4.2753e-1	1	1559.89658
1959.02083	4	58.9521	3.9787e6	9.4220e-1	1	980.51377
1391.65508	3	84.0898	3.9786e6	8.3214e-2	1	1391.65508
3053.32166	5	38.2521	3.9776e6	1.7314e-3	1	3055.32837
1863.99573	4	47.8448	3.9771e6	4.1274e-1	1	1861.98902
2073.98043	3	69.3594	3.9764e6	6.4780e-1	1	2074.98379
1848.83833	4	46.9912	3.9754e6	3.3689e-1	1	1848.83833
996.50309	2	55.8797	3.9751e6	2.7999e-1	1	996.50309
2559.29145	4	115.6009	3.9749e6	3.2999e-1	1	2558.28810
1086.58530	2	45.2731	3.9747e6	3.0206e-1	1	1086.58530
4271.41669	5	49.3556	3.9742e6	2.7002e-1	1	4271.41669
2812.40950	4	53.5706	3.9731e6	7.9117e-1	1	2813.41285
1168.64670	2	46.1247	3.9730e6	4.6329e-1	1	1168.64670
1333.64092	3	55.9119	3.9730e6	9.0482e-1	1	2668.28520
2087.05257	3	106.1101	3.9730e6	4.3383e-1	1	2086.04922
5156.74298	5	128.2729	3.9726e6	4.0922e-1	1	5156.74298
2617.69165	5	47.0433	3.9724e6	4.0503e-1	1	2617.69165
1041.63706	2	60.1051	3.9720e6	1.1718e-2	1	1041.63706
1700.77462	3	37.2136	3.9716e6	9.8864e-2	1	1701.77798
2846.33423	5	43.3855	3.9716e6	5.7334e-1	1	2846.33423
3427.70955	4	72.4855	3.9709e6	4.8302e-1	1	3427.70955
3583.01716	4	42.9191	3.9707e6	7.4569e-1	1	3583.01716
1558.80600	2	43.6302	3.9706e6	9.3177e-1	1	1558.80600
1615.89875	4	61.0672	3.9695e6	7.4546e-1	1	1615.89875
3244.47933	3	80.8404	3.9675e6	8.3275e-1	1	3244.47933
2222.15272	4	70.4632	3.9674e6	3.4685e-1	1	2224.15943
1662.97004	4	71.7320	3.9670e6	6.2349e-1	1	1664.97675
2348.07936	4	43.0254	3.9661e6	2.1612e-1	1	2348.07936
1814.91078	4	43.8504	3.9656e6	2.7853e-1	1	1815.91413
2287.72945	3	84.0291	3.9653e6	6.1357e-1	1	2287.72945
1734.88656	3	45.3548	3.9651e6	3.9154e-1	1	1734.88656
1433.70104	3	47.1628	3.9648e6	6.4186e-2	1	1433.70104
1343.60990	2	59.4050	3.9647e6	3.4803e-2	1	1342.60654
1370.70486	3	52.1510	3.9643e6	3.7828e-1	1	1371.70821
3407.55360	4	58.1653	3.9640e6	4.4804e-1	1	3408.55696
3515.77986	4	49.4841	3.9634e6	5.7030e-1	1	3515.77986
1601.82388	3	73.4430	3.9629e6	5.2150e-1	1	1602.82723
1779.83268	2	73.3874	3.9625e6	7.1568e-1	1	1780.83603
1950.89842	2	112.5894	3.9624e6	1.7794e-1	1	1951.90177
3836.96182	3	142.6698	3.9620e6	7.8195e-1	1	3836.96182
3732.24707	5	57.9103	3.9617e6	4.5313e-1	1	3732.24707
987.95226	1	81.0017	3.9609e6	1.0000e0	1	1974.90116
3368.52569	5	105.5142	3.9605e6	2.4411e-1	1	3368.52569
1750.95868	4	57.5361	3.9603e6	4.7899e-1	1	1748.95197
3937.90910	6	104.4483	3.9592e6	4.9441e-1	1	3937.90910
2396.90872	5	75.0204	3.9588e6	7.1644e-1	1	2396.90872
3026.37916	4	84.7577	3.9588e6	1.4500e-1	1	3026.37916
3615.23427	4	143.3461	3.9586e6	2.3167e-1	1	3616.23762
5883.02356	5	142.9060	3.9580e6	5.6923e-1	1	5884.02692
2697.16866	3	58.8605	3.9579e6	7.1408e-1	1	2697.16866
1901.91634	3	90.6577	3.9576e6	5.2261e-1	1	1901.91634
3779.80303	6	34.5974	3.9571e6	5.3350e-1	1	3779.80303
2246.12093	3	45.7043	3.9562e6	9.0571e-1	1	2246.12093
830.49308	2	80.4502	3.9561e6	9.4645e-1	1	1660.98615
2014.03700	4	86.3597	3.9557e6	5.0107e-1	1	2014.03700
2510.18875	5	49.9993	3.9556e6	4.0891e-1	1	2510.18875
920.53336	2	73.4788	3.9556e6	9.5918e-1	1	1841.06672
1842.88784	3	59.0348	3.9552e6	7.9582e-1	1	1842.88784
2494.10067	3	42.3589	3.9543e6	6.7816e-1	1	2494.10067
909.93083	1	67.1156	3.9532e6	8.9993e-1	1	1819.86167
2113.87514	3	59.7389	3.9530e6	9.2091e-1	1	2112.87179
1162.62314	2	85.0067	3.9527e6	5.4168e-1	1	1162.62314
1814.96808	4	42.7832	3.9524e6	3.4699e-1	1	1812.96137
1876.85360	3	57.9871	3.9520e6	1.9749e-1	1	1876.85360
2795.35919	5	23.7364	3.9520e6	1.6223e-1	1	2795.35919
1371.75468	2	73.3874	3.9510e6	8.3329e-1	1	1372.75803
1897.93050	3	74.4729	3.9505e6	4.8474e-1	1	1897.93050
1294.63645	2	84.6583	3.9500e6	4.7857e-1	1	1294.63645
1888.72805	3	80.2907	3.9500e6	1.7596e-1	1	1889.73141
1273.66442	1	114.6779	3.9499e6	7.3798e-1	1	1274.66777
1740.86190	3	57.9574	3.9493e6	5.8085e-1	1	1741.86526
2100.07473	3	72.0332	3.9490e6	4.5321e-1	1	2100.07473
2142.15218	3	143.3785	3.9487e6	3.1194e-1	1	2142.15218
4633.90617	6	42.5940	3.9483e6	5.4136e-1	1	4633.90617
1105.61155	2	66.0092	3.9481e6	5.0802e-1	1	1105.61155
2955.57039	4	109.9648	3.9479e6	4.6968e-1	1	2956.57374
1481.74340	3	58.1653	3.9475e6	1.8591e-1	1	1482.74676
1732.78744	3	47.3973	3.9474e6	3.5240e-1	1	1732.78744
4025.12173	3	93.8758	3.9473e6	6.6808e-1	1	4025.12173
1620.78388	4	23.7364	3.9472e6	5.0181e-1	1	1620.78388
3516.66436	5	80.2328	3.9470e6	5.8055e-1	1	3514.65765
2517.26652	2	143.3149	3.9467e6	6.6156e-1	1	2517.26652
1844.94633	2	128.1691	3.9464e6	9.6647e-1	1	1845.94968
4200.77887	5	79.5632	3.9463e6	6.6761e-1	1	4200.77887
4200.77802	5	79.9614	3.9462e6	6.9621e-1	1	4201.78137
2269.96933	3	126.4263	3.9457e6	9.3744e-1	1	2272.97939
1325.69687	2	43.6140	3.9456e6	2.6539e-3	1	1325.69687
3594.73379	3	58.5269	3.9452e6	7.4459e-1	1	3594.73379
5049.32477	5	118.8257	3.9450e6	5.9087e-1	1	5049.32477
3399.40377	3	130.9869	3.9449e6	8.9983e-1	1	3399.40377
1880.00057	3	97.7576	3.9444e6	7.2401e-1	1	1878.99722
2013.02882	4	62.5074	3.9442e6	8.5636e-1	1	1007.01609
2953.37100	3	119.7430	3.9440e6	8.0133e-1	1	2954.37435
4351.89336	6	72.7852	3.9427e6	9.9589e-2	1	4351.89336
1408.70212	2	60.3103	3.9417e6	3.4391e-1	1	1408.70212
1532.85422	2	107.4782	3.9406e6	3.2240e-1	1	1532.85422
2014.16547	4	59.1333	3.9405e6	2.7340e-1	1	2013.16212
2749.52223	4	75.8604	3.9400e6	7.6516e-1	1	2749.52223
934.41014	1	72.3913	3.9399e6	8.9060e-1	1	1867.81693
1420.63523	2	70.6639	3.9399e6	5.1597e-1	1	1420.63523
830.41710	1	45.5303	3.9395e6	9.1275e-1	1	1660.83420
1798.90439	2	103.2103	3.9388e6	2.7410e-1	1	1798.90439
1281.68661	3	59.1333	3.9388e6	3.2144e-1	1	1281.68661
1713.88546	3	48.3976	3.9388e6	7.2367e-1	1	1713.88546
1328.75333	2	143.5974	3.9387e6	8.6947e-1	1	1329.75669
4599.02772	4	43.9050	3.9387e6	7.4390e-1	1	4600.03108
1401.77450	3	60.1992	3.9386e6	9.5510e-2	1	1401.77450
2087.95753	4	41.7500	3.9380e6	4.8844e-1	1	2087.95753
4134.55609	5	23.7685	3.9380e6	7.2830e-1	1	4135.55945
1770.98762	4	42.7449	3.9377e6	6.1455e-1	1	1770.98762
1683.81283	3	45.5303	3.9371e6	8.8155e-1	1	1684.81618
1253.61674	2	42.5248	3.9366e6	5.4174e-1	1	1254.62009
1697.85984	2	117.0257	3.9364e6	9.6328e-1	1	1697.85984
1329.69915	3	55.6044	3.9352e6	5.8683e-3	1	1329.69915
2159.14346	3	48.7094	3.9345e6	6.1019e-1	1	2159.14346
915.50205	2	23.8331	3.9343e6	8.8169e-1	1	1833.01081
2308.10261	4	23.8008	3.9335e6	7.7513e-1	1	2309.10597
1087.56534	2	77.5939	3.9333e6	9.5326e-1	1	1088.56870
3665.84380	6	65.7148	3.9330e6	3.1303e-1	1	3667.85051
1280.58408	2	73.6089	3.9327e6	6.2496e-2	1	1280.58408
1435.53344	3	46.2556	3.9326e6	5.1357e-1	1	1436.53679
1760.83994	2	103.6396	3.9325e6	7.2882e-1	1	1760.83994
2665.04486	5	58.6911	3.9320e6	1.8162e-1	1	2665.04486
2827.41625	6	70.4398	3.9306e6	1.1871e-3	1	2829.42296
1533.73581	2	73.3132	3.9303e6	5.0507e-1	1	1533.73581
1161.57010	2	33.0041	3.9303e6	7.0106e-1	1	1162.57346
3169.60011	4	74.0776	3.9297e6	8.2205e-1	1	3169.60011
1808.83247	4	23.8642	3.9294e6	3.1542e-1	1	1808.83247
1996.93923	3	66.6440	3.9294e6	7.2987e-1	1	1995.93588
1494.88327	2	47.1175	3.9293e6	3.4718e-3	1	1494.88327
2189.09809	4	75.7143	3.9287e6	5.0068e-1	1	2188.09474
1590.76101	3	91.0514	3.9285e6	9.6816e-1	1	1591.76436
1923.94583	3	23.7039	3.9284e6	8.8606e-2	1	1924.94918
2768.35900	5	33.1820	3.9281e6	3.8422e-1	1	2767.35565
3997.61450	5	67.0821	3.9275e6	2.3585e-1	1	3997.61450
1518.78220	2	85.2130	3.9274e6	2.2149e-1	1	1518.78220
3132.12593	4	43.5621	3.9273e6	3.2482e-1	1	3135.13600
2360.15594	5	23.6708	3.9266e6	6.9513e-1	1	2360.15594
1319.69364	2	99.7071	3.9256e6	6.6852e-1	1	1320.69699
1537.71676	3	143.9704	3.9253e6	8.8923e-1	1	1537.71676
1467.69065	2	76.4734	3.9243e6	8.8421e-2	1	1467.69065
1513.79941	2	70.6875	3.9242e6	5.0697e-1	1	1513.79941
1528.79398	2	92.5534	3.9228e6	9.4644e-1	1	1529.79734
2409.13084	2	23.9263	3.9228e6	8.6270e-1	1	2410.13419
805.40806	2	45.1318	3.9227e6	9.8299e-1	1	806.41141
4198.06819	4	143.1695	3.9225e6	6.6988e-1	1	4198.06819
1438.84264	3	67.3478	3.9225e6	1.9126e-1	1	1438.84264
2190.93203	3	56.0506	3.9222e6	4.7939e-1	1	2190.93203
1290.62499	3	57.8904	3.9221e6	1.4573e-1	1	1290.62499
1712.90485	4	35.1731	3.9221e6	2.4707e-1	1	1712.90485
1602.82558	3	116.0743	3.9212e6	9.6854e-1	1	1602.82558
1885.00442	3	58.4427	3.9208e6	3.6686e-1	1	1886.00777
3788.47695	3	45.4598	3.9207e6	5.8813e-1	1	3788.47695
3350.68308	6	73.1881	3.9205e6	5.6940e-1	1	3348.67638
907.88371	1	48.4880	3.9204e6	8.9993e-1	1	1815.76743
1633.90390	2	71.8859	3.9200e6	4.6634e-1	1	1633.90390
2115.18134	4	46.6733	3.9193e6	8.7066e-2	1	2114.17799
1561.89170	2	143.3785	3.9190e6	8.0230e-1	1	1561.89170
1808.93400	2	23.7039	3.9188e6	4.9234e-1	1	1809.93735
1952.04941	2	75.7786	3.9186e6	7.5153e-1	1	1951.04606
2130.07229	3	60.7667	3.9184e6	2.6909e-1	1	2129.06893
945.47715	2	78.2020	3.9182e6	8.8688e-1	1	1889.95094
3075.75251	4	143.4730	3.9180e6	5.1042e-1	1	3076.75587
4599.04944	5	44.6814	3.9170e6	5.5770e-1	1	4599.04944
1972.04366	3	114.6296	3.9163e6	4.8391e-1	1	1971.04031
1826.85041	4	48.3138	3.9162e6	5.5864e-2	1	1826.85041
2757.22323	3	80.5269	3.9158e6	5.5016e-1	1	2757.22323
1451.68222	2	71.9453	3.9158e6	5.1173e-1	1	1451.68222
4332.81389	6	53.0928	3.9154e6	2.1787e-3	1	4334.82060
2875.36665	4	102.2742	3.9152e6	1.5262e-1	1	2874.36329
1912.87815	2	75.7465	3.9151e6	6.7920e-1	1	1911.87479
